https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume USD
1650340800000,2022-04-19 04:00:00,UST/USD,1.002,1.003,1.002,1.003,9055.487978,9082.654441933999
1650337200000,2022-04-19 03:00:00,UST/USD,1.003,1.003,1.001,1.002,15180.262043,15210.622567086
1650333600000,2022-04-19 02:00:00,UST/USD,1.003,1.003,1.002,1.003,24798.250882,24872.645634645996
1650330000000,2022-04-19 01:00:00,UST/USD,1.002,1.003,1.002,1.003,22795.504011,22863.890523033
1650326400000,2022-04-19 00:00:00,UST/USD,1.003,1.003,1.001,1.002,230905.58794,231367.39911588
1650322800000,2022-04-18 23:00:00,UST/USD,1.003,1.003,1.002,1.003,793.657047,796.038018141
1650319200000,2022-04-18 22:00:00,UST/USD,1.004,1.004,1.003,1.003,53228.63245,53388.31834734999
1650315600000,2022-04-18 21:00:00,UST/USD,1.004,1.004,1.003,1.004,6386.585742,6412.1320849680005
1650312000000,2022-04-18 20:00:00,UST/USD,1.004,1.004,1.003,1.004,12544.160109,12594.336749436
1650308400000,2022-04-18 19:00:00,UST/USD,1.004,1.004,1.003,1.004,448.441475,450.2352409
1650304800000,2022-04-18 18:00:00,UST/USD,1.004,1.004,1.004,1.004,2457.671325,2467.5020102999997
1650301200000,2022-04-18 17:00:00,UST/USD,1.003,1.004,1.002,1.004,138760.514167,139315.55622366798
1650297600000,2022-04-18 16:00:00,UST/USD,1.003,1.003,1.002,1.003,782.35191,784.6989657299999
1650294000000,2022-04-18 15:00:00,UST/USD,1.003,1.003,1.002,1.003,24302.632502,24375.540399505997
1650290400000,2022-04-18 14:00:00,UST/USD,1.003,1.003,1.002,1.003,3913.894104,3925.6357863119997
1650286800000,2022-04-18 13:00:00,UST/USD,1.002,1.003,1.002,1.003,1785.903251,1791.2609607529998
1650283200000,2022-04-18 12:00:00,UST/USD,1.003,1.003,1.002,1.002,5086.163366,5096.335692732
1650279600000,2022-04-18 11:00:00,UST/USD,1.003,1.003,1.002,1.003,8743.181823,8769.411368469
1650276000000,2022-04-18 10:00:00,UST/USD,1.004,1.004,1.002,1.003,13168.749752,13208.256001255999
1650272400000,2022-04-18 09:00:00,UST/USD,1.004,1.004,1.004,1.004,3.693471,3.708244884
1650268800000,2022-04-18 08:00:00,UST/USD,1.003,1.004,1.003,1.004,1498.728021,1504.7229330839998
1650265200000,2022-04-18 07:00:00,UST/USD,1.004,1.004,1.003,1.003,15014.266151,15059.308949452998
1650261600000,2022-04-18 06:00:00,UST/USD,1.004,1.005,1.003,1.004,49726.616371,49925.52283648399
1650258000000,2022-04-18 05:00:00,UST/USD,1.003,1.005,1.003,1.004,9180.188646,9216.909400584
1650254400000,2022-04-18 04:00:00,UST/USD,1.003,1.004,1.002,1.003,192240.58499,192817.30674496997
1650250800000,2022-04-18 03:00:00,UST/USD,1.003,1.003,1.0,1.003,162288.875216,162775.74184164798
1650247200000,2022-04-18 02:00:00,UST/USD,1.003,1.003,1.002,1.003,414.032773,415.274871319
1650243600000,2022-04-18 01:00:00,UST/USD,1.003,1.003,1.002,1.003,16704.614747,16754.728591240997
1650240000000,2022-04-18 00:00:00,UST/USD,1.002,1.003,1.002,1.003,10138.697025,10169.113116075
1650236400000,2022-04-17 23:00:00,UST/USD,1.002,1.003,1.002,1.002,1891.501861,1895.284864722
1650232800000,2022-04-17 22:00:00,UST/USD,1.003,1.003,1.002,1.002,6276.346079,6288.898771158
1650229200000,2022-04-17 21:00:00,UST/USD,1.003,1.003,1.001,1.003,3847.595654,3859.138440962
1650225600000,2022-04-17 20:00:00,UST/USD,1.003,1.003,1.002,1.003,1117.390797,1120.7429693909999
1650222000000,2022-04-17 19:00:00,UST/USD,1.002,1.003,1.002,1.003,698.220935,700.3155978049999
1650218400000,2022-04-17 18:00:00,UST/USD,1.003,1.003,1.002,1.002,1348.920589,1351.6184301780002
1650214800000,2022-04-17 17:00:00,UST/USD,1.002,1.003,1.002,1.003,331259.402452,332253.18065935594
1650211200000,2022-04-17 16:00:00,UST/USD,1.003,1.003,1.002,1.002,58732.757412,58850.222926824
1650207600000,2022-04-17 15:00:00,UST/USD,1.003,1.003,1.002,1.003,43119.264901,43248.622695703
1650204000000,2022-04-17 14:00:00,UST/USD,1.003,1.003,1.003,1.003,1002.958377,1005.9672521309999
1650200400000,2022-04-17 13:00:00,UST/USD,1.003,1.003,1.002,1.003,26.187453,26.266015358999997
1650196800000,2022-04-17 12:00:00,UST/USD,1.003,1.003,1.003,1.003,66012.570675,66210.60838702499
1650193200000,2022-04-17 11:00:00,UST/USD,1.003,1.003,1.003,1.003,107.529859,107.85244857699999
1650189600000,2022-04-17 10:00:00,UST/USD,1.003,1.003,1.002,1.003,614.777504,616.621836512
1650186000000,2022-04-17 09:00:00,UST/USD,1.003,1.003,1.003,1.003,500.813629,502.3160698869999
1650182400000,2022-04-17 08:00:00,UST/USD,1.002,1.003,1.002,1.003,14907.776414,14952.499743241999
1650178800000,2022-04-17 07:00:00,UST/USD,1.002,1.003,1.002,1.002,369.483282,370.222248564
1650175200000,2022-04-17 06:00:00,UST/USD,1.003,1.003,1.002,1.002,1982.160554,1986.124875108
1650171600000,2022-04-17 05:00:00,UST/USD,1.003,1.003,1.003,1.003,353.548659,354.60930497699997
1650168000000,2022-04-17 04:00:00,UST/USD,1.003,1.003,1.002,1.003,10809.89269,10842.32236807
1650164400000,2022-04-17 03:00:00,UST/USD,1.002,1.003,1.002,1.003,15970.087983,16017.998246948997
1650160800000,2022-04-17 02:00:00,UST/USD,1.003,1.003,1.002,1.002,548.632502,549.729767004
1650157200000,2022-04-17 01:00:00,UST/USD,1.002,1.004,1.002,1.003,73471.471947,73691.88636284099
1650153600000,2022-04-17 00:00:00,UST/USD,1.004,1.005,1.002,1.002,6095.320715,6107.51135643
1650150000000,2022-04-16 23:00:00,UST/USD,1.004,1.004,1.002,1.004,32.925293,33.056994172
1650146400000,2022-04-16 22:00:00,UST/USD,1.002,1.005,1.002,1.004,28446.46167,28560.24751668
1650142800000,2022-04-16 21:00:00,UST/USD,1.003,1.005,1.002,1.002,25484.230977,25535.199438953998
1650139200000,2022-04-16 20:00:00,UST/USD,1.003,1.003,1.003,1.003,16539.504838,16589.123352513998
1650135600000,2022-04-16 19:00:00,UST/USD,1.003,1.003,1.003,1.003,944.606221,947.4400396629999
1650132000000,2022-04-16 18:00:00,UST/USD,1.002,1.003,1.002,1.003,4765.837947,4780.135460840999
1650128400000,2022-04-16 17:00:00,UST/USD,1.003,1.003,1.002,1.002,4395.062349,4403.852473698
1650124800000,2022-04-16 16:00:00,UST/USD,1.002,1.003,1.001,1.003,62813.892753,63002.33443125899
1650121200000,2022-04-16 15:00:00,UST/USD,1.002,1.003,1.001,1.002,128249.609385,128506.10860377
1650117600000,2022-04-16 14:00:00,UST/USD,1.001,1.004,1.001,1.002,18131.900353,18168.164153706002
1650114000000,2022-04-16 13:00:00,UST/USD,1.003,1.003,1.001,1.001,1529.012544,1530.5415565439998
1650110400000,2022-04-16 12:00:00,UST/USD,1.002,1.003,1.002,1.003,153.053124,153.51228337199998
1650106800000,2022-04-16 11:00:00,UST/USD,1.003,1.004,1.002,1.002,5512.089915,5523.11409483
1650103200000,2022-04-16 10:00:00,UST/USD,1.003,1.003,1.002,1.003,2636.595132,2644.5049173959997
1650099600000,2022-04-16 09:00:00,UST/USD,1.003,1.003,1.002,1.003,260.740715,261.522937145
1650096000000,2022-04-16 08:00:00,UST/USD,1.003,1.003,1.002,1.003,7.74921,7.772457629999999
1650092400000,2022-04-16 07:00:00,UST/USD,1.002,1.003,1.002,1.003,1508.036568,1512.5606777039998
1650088800000,2022-04-16 06:00:00,UST/USD,1.002,1.003,1.002,1.002,488.995167,489.973157334
1650085200000,2022-04-16 05:00:00,UST/USD,1.003,1.003,1.002,1.002,4573.762344,4582.909868688
1650081600000,2022-04-16 04:00:00,UST/USD,1.002,1.004,1.002,1.003,14997.584947,15042.577701840997
1650078000000,2022-04-16 03:00:00,UST/USD,1.003,1.004,1.002,1.002,34063.37122,34131.49796244
1650074400000,2022-04-16 02:00:00,UST/USD,1.003,1.004,1.002,1.003,7181.817801,7203.363254403
1650070800000,2022-04-16 01:00:00,UST/USD,1.003,1.004,1.002,1.003,23309.978935,23379.908871804997
1650067200000,2022-04-16 00:00:00,UST/USD,1.002,1.003,1.002,1.003,38226.00895,38340.68697685
1650063600000,2022-04-15 23:00:00,UST/USD,1.001,1.002,1.001,1.002,11700.925914,11724.327765828
1650060000000,2022-04-15 22:00:00,UST/USD,1.002,1.002,1.001,1.001,628.788531,629.417319531
1650056400000,2022-04-15 21:00:00,UST/USD,1.002,1.002,1.001,1.002,7475.641336,7490.592618672
1650052800000,2022-04-15 20:00:00,UST/USD,1.001,1.002,1.001,1.002,24049.663372,24097.762698743998
1650049200000,2022-04-15 19:00:00,UST/USD,1.001,1.002,1.001,1.001,16599.51667,16616.11618667
1650045600000,2022-04-15 18:00:00,UST/USD,1.002,1.002,1.001,1.001,24331.792207,24356.123999206997
1650042000000,2022-04-15 17:00:00,UST/USD,1.002,1.002,1.001,1.002,25352.198607,25402.903004214
1650038400000,2022-04-15 16:00:00,UST/USD,1.001,1.002,1.001,1.002,47902.643811,47998.449098622004
1650034800000,2022-04-15 15:00:00,UST/USD,1.002,1.002,1.001,1.001,22257.449919,22279.707368918997
1650031200000,2022-04-15 14:00:00,UST/USD,1.001,1.002,1.001,1.002,65994.824627,66126.814276254
1650027600000,2022-04-15 13:00:00,UST/USD,1.001,1.002,1.001,1.001,152556.37315,152708.92952314997
1650024000000,2022-04-15 12:00:00,UST/USD,1.002,1.002,1.001,1.001,1503.558936,1505.0624949359997
1650020400000,2022-04-15 11:00:00,UST/USD,1.002,1.002,1.001,1.002,4457.613477,4466.528703954
1650016800000,2022-04-15 10:00:00,UST/USD,1.002,1.002,1.001,1.002,4750.063959,4759.564086918
1650013200000,2022-04-15 09:00:00,UST/USD,1.001,1.002,1.001,1.002,402.348407,403.153103814
1650009600000,2022-04-15 08:00:00,UST/USD,1.002,1.002,1.001,1.001,21482.485689,21503.968174689
1650006000000,2022-04-15 07:00:00,UST/USD,1.002,1.002,1.002,1.002,24.315234,24.363864468
1650002400000,2022-04-15 06:00:00,UST/USD,1.002,1.002,1.001,1.002,125.681732,125.93309546399999
1649998800000,2022-04-15 05:00:00,UST/USD,1.001,1.002,1.001,1.002,25296.368962,25346.961699924
1649995200000,2022-04-15 04:00:00,UST/USD,1.002,1.002,1.001,1.001,31379.918174,31411.298092173995
1649991600000,2022-04-15 03:00:00,UST/USD,1.002,1.002,1.001,1.002,9531.436398,9550.499270796
1649988000000,2022-04-15 02:00:00,UST/USD,1.002,1.002,1.001,1.002,117897.102464,118132.89666892799
1649984400000,2022-04-15 01:00:00,UST/USD,1.001,1.002,1.001,1.002,1311.169459,1313.791797918
1649980800000,2022-04-15 00:00:00,UST/USD,1.002,1.002,1.001,1.001,10206.313292,10216.519605292
1649977200000,2022-04-14 23:00:00,UST/USD,1.001,1.002,1.001,1.002,148.518638,148.815675276
1649973600000,2022-04-14 22:00:00,UST/USD,1.002,1.002,1.001,1.001,646.433645,647.0800786449998
1649970000000,2022-04-14 21:00:00,UST/USD,1.002,1.002,1.001,1.002,16383.863439,16416.631165878
1649966400000,2022-04-14 20:00:00,UST/USD,1.001,1.002,1.001,1.002,1016.591328,1018.624510656
1649962800000,2022-04-14 19:00:00,UST/USD,1.002,1.002,1.001,1.001,79.649286,79.728935286
1649959200000,2022-04-14 18:00:00,UST/USD,1.002,1.002,1.001,1.002,8557.460321,8574.575241642
1649955600000,2022-04-14 17:00:00,UST/USD,1.001,1.002,1.001,1.002,5378.190983,5388.947364966
1649952000000,2022-04-14 16:00:00,UST/USD,1.002,1.002,1.001,1.001,220445.712755,220666.15846775495
1649948400000,2022-04-14 15:00:00,UST/USD,1.002,1.002,1.001,1.002,51188.745998,51291.123489995996
1649944800000,2022-04-14 14:00:00,UST/USD,1.001,1.003,1.001,1.002,18279.156089,18315.714401178
1649941200000,2022-04-14 13:00:00,UST/USD,1.002,1.003,1.001,1.001,25271.784576,25297.056360575996
1649937600000,2022-04-14 12:00:00,UST/USD,1.001,1.003,1.001,1.002,13151.325341,13177.627991682
1649934000000,2022-04-14 11:00:00,UST/USD,1.0,1.002,1.0,1.001,14453.910389,14468.364299388999
1649930400000,2022-04-14 10:00:00,UST/USD,1.0,1.002,1.0,1.0,14094.451631,14094.451631
1649926800000,2022-04-14 09:00:00,UST/USD,1.001,1.001,1.0,1.0,75727.83767,75727.83767
1649923200000,2022-04-14 08:00:00,UST/USD,1.001,1.001,1.0,1.001,134040.050144,134174.090194144
1649919600000,2022-04-14 07:00:00,UST/USD,1.0,1.001,1.0,1.001,40201.933572,40242.135505572
1649916000000,2022-04-14 06:00:00,UST/USD,1.001,1.001,1.0,1.0,6401.902066,6401.902066
1649912400000,2022-04-14 05:00:00,UST/USD,1.0,1.001,1.0,1.001,3253.981162,3257.2351431619995
1649908800000,2022-04-14 04:00:00,UST/USD,1.0,1.001,1.0,1.0,2.588452,2.588452
1649905200000,2022-04-14 03:00:00,UST/USD,1.0,1.001,1.0,1.0,6245.443606,6245.443606
1649901600000,2022-04-14 02:00:00,UST/USD,1.0,1.001,1.0,1.0,10664.959823,10664.959823
1649898000000,2022-04-14 01:00:00,UST/USD,1.0,1.001,1.0,1.0,10190.529621,10190.529621
1649894400000,2022-04-14 00:00:00,UST/USD,1.0,1.001,1.0,1.0,100814.764393,100814.764393
1649890800000,2022-04-13 23:00:00,UST/USD,1.001,1.001,1.0,1.0,8879.288505,8879.288505
1649887200000,2022-04-13 22:00:00,UST/USD,1.0,1.001,1.0,1.001,55272.027979,55327.30000697899
1649883600000,2022-04-13 21:00:00,UST/USD,1.0,1.001,1.0,1.0,591.164471,591.164471
1649880000000,2022-04-13 20:00:00,UST/USD,1.0,1.001,1.0,1.0,21399.424949,21399.424949
1649876400000,2022-04-13 19:00:00,UST/USD,1.001,1.001,1.0,1.0,12202.867937,12202.867937
1649872800000,2022-04-13 18:00:00,UST/USD,1.001,1.001,1.0,1.001,54287.727199,54342.01492619899
1649869200000,2022-04-13 17:00:00,UST/USD,1.0,1.001,1.0,1.001,189703.770956,189893.47472695596
1649865600000,2022-04-13 16:00:00,UST/USD,1.001,1.001,1.0,1.0,7655.259249,7655.259249
1649862000000,2022-04-13 15:00:00,UST/USD,1.001,1.001,1.0,1.001,101068.650515,101169.719165515
1649858400000,2022-04-13 14:00:00,UST/USD,1.001,1.001,1.0,1.001,109809.497944,109919.307441944
1649854800000,2022-04-13 13:00:00,UST/USD,1.0,1.001,1.0,1.001,493.859458,494.35331745799994
1649851200000,2022-04-13 12:00:00,UST/USD,1.001,1.001,1.0,1.0,21649.36994,21649.36994
1649847600000,2022-04-13 11:00:00,UST/USD,1.0,1.001,1.0,1.001,2548.520492,2551.0690124919997
1649844000000,2022-04-13 10:00:00,UST/USD,1.001,1.001,1.0,1.0,89.304213,89.304213
1649840400000,2022-04-13 09:00:00,UST/USD,0.999,1.001,0.999,1.001,7300.165228,7307.465393227999
1649836800000,2022-04-13 08:00:00,UST/USD,1.001,1.001,0.999,0.999,463.409509,462.94609949100004
1649833200000,2022-04-13 07:00:00,UST/USD,1.0,1.001,0.998,1.001,128458.367918,128586.826285918
1649829600000,2022-04-13 06:00:00,UST/USD,1.001,1.001,1.0,1.0,5776.037347,5776.037347
1649826000000,2022-04-13 05:00:00,UST/USD,1.001,1.001,1.0,1.001,17745.31181,17763.057121809998
1649822400000,2022-04-13 04:00:00,UST/USD,1.001,1.001,1.001,1.001,1099.121481,1100.2206024809998
1649818800000,2022-04-13 03:00:00,UST/USD,1.001,1.001,1.001,1.001,519.635107,520.154742107
1649815200000,2022-04-13 02:00:00,UST/USD,1.0,1.001,1.0,1.001,33231.861903,33265.093764902995
1649811600000,2022-04-13 01:00:00,UST/USD,1.0,1.001,1.0,1.0,108136.36716,108136.36716
1649808000000,2022-04-13 00:00:00,UST/USD,1.001,1.001,1.0,1.0,17218.806656,17218.806656
1649804400000,2022-04-12 23:00:00,UST/USD,1.001,1.001,1.0,1.001,7823.635082,7831.458717081999
1649800800000,2022-04-12 22:00:00,UST/USD,1.0,1.001,1.0,1.001,33336.161236,33369.497397235995
1649797200000,2022-04-12 21:00:00,UST/USD,1.001,1.001,1.0,1.0,6747.71177,6747.71177
1649793600000,2022-04-12 20:00:00,UST/USD,1.0,1.001,0.994,1.001,182877.410086,183060.28749608598
1649790000000,2022-04-12 19:00:00,UST/USD,1.0,1.001,0.999,1.0,1041052.517059,1041052.517059
1649786400000,2022-04-12 18:00:00,UST/USD,1.0,1.001,1.0,1.0,4439.693714,4439.693714
1649782800000,2022-04-12 17:00:00,UST/USD,1.0,1.001,1.0,1.0,21418.592987,21418.592987
1649779200000,2022-04-12 16:00:00,UST/USD,1.001,1.001,1.0,1.0,10173.486322,10173.486322
1649775600000,2022-04-12 15:00:00,UST/USD,1.001,1.002,1.001,1.001,115835.780036,115951.61581603598
1649772000000,2022-04-12 14:00:00,UST/USD,1.001,1.002,1.0,1.001,70929.741528,71000.67126952799
1649768400000,2022-04-12 13:00:00,UST/USD,1.001,1.001,1.0,1.001,147998.703299,148146.70200229896
1649764800000,2022-04-12 12:00:00,UST/USD,1.0,1.001,1.0,1.001,2664.31569,2666.9800056899994
1649761200000,2022-04-12 11:00:00,UST/USD,1.001,1.001,0.999,1.0,3292.700393,3292.700393
1649757600000,2022-04-12 10:00:00,UST/USD,1.0,1.001,0.999,1.001,17935.019887,17952.954906886996
1649754000000,2022-04-12 09:00:00,UST/USD,1.001,1.001,0.999,1.0,22561.450146,22561.450146
1649750400000,2022-04-12 08:00:00,UST/USD,1.0,1.001,0.999,1.001,5622.862811,5628.485673810999
1649746800000,2022-04-12 07:00:00,UST/USD,1.001,1.001,0.999,1.0,8840.12104,8840.12104
1649743200000,2022-04-12 06:00:00,UST/USD,1.001,1.001,1.0,1.001,15650.671659,15666.322330658997
1649739600000,2022-04-12 05:00:00,UST/USD,1.001,1.001,0.999,1.001,53620.311423,53673.93173442299
1649736000000,2022-04-12 04:00:00,UST/USD,1.001,1.001,1.0,1.001,18745.421293,18764.166714293
1649732400000,2022-04-12 03:00:00,UST/USD,1.0,1.001,1.0,1.001,63407.894213,63471.30210721299
1649728800000,2022-04-12 02:00:00,UST/USD,1.0,1.001,1.0,1.0,18474.104428,18474.104428
1649725200000,2022-04-12 01:00:00,UST/USD,1.001,1.001,1.0,1.0,49359.042988,49359.042988
1649721600000,2022-04-12 00:00:00,UST/USD,1.0,1.001,1.0,1.001,31275.512779,31306.788291778998
1649718000000,2022-04-11 23:00:00,UST/USD,1.001,1.001,1.0,1.0,98800.045687,98800.045687
1649714400000,2022-04-11 22:00:00,UST/USD,1.0,1.001,1.0,1.001,25390.149379,25415.539528378995
1649710800000,2022-04-11 21:00:00,UST/USD,1.0,1.001,1.0,1.0,46019.772667,46019.772667
1649707200000,2022-04-11 20:00:00,UST/USD,1.0,1.001,1.0,1.0,120042.432628,120042.432628
1649703600000,2022-04-11 19:00:00,UST/USD,1.001,1.001,1.0,1.0,21019.698853,21019.698853
1649700000000,2022-04-11 18:00:00,UST/USD,1.001,1.001,1.0,1.001,75370.496721,75445.867217721
1649696400000,2022-04-11 17:00:00,UST/USD,1.001,1.002,1.0,1.001,12017.675951,12029.693626950999
1649692800000,2022-04-11 16:00:00,UST/USD,1.001,1.002,1.0,1.001,70302.380367,70372.682747367
1649689200000,2022-04-11 15:00:00,UST/USD,1.001,1.002,1.0,1.001,541207.386735,541748.5941217348
1649685600000,2022-04-11 14:00:00,UST/USD,1.0,1.001,1.0,1.001,21608.171906,21629.780077905998
1649682000000,2022-04-11 13:00:00,UST/USD,1.001,1.001,1.0,1.0,25850.854086,25850.854086
1649678400000,2022-04-11 12:00:00,UST/USD,1.001,1.001,1.0,1.001,13141.090226,13154.231316225998
1649674800000,2022-04-11 11:00:00,UST/USD,1.0,1.001,1.0,1.001,82619.829992,82702.44982199199
1649671200000,2022-04-11 10:00:00,UST/USD,1.0,1.001,1.0,1.0,210.790886,210.790886
1649667600000,2022-04-11 09:00:00,UST/USD,1.0,1.001,1.0,1.0,7183.699084,7183.699084
1649664000000,2022-04-11 08:00:00,UST/USD,1.001,1.001,1.0,1.0,2944.518521,2944.518521
1649660400000,2022-04-11 07:00:00,UST/USD,1.001,1.001,1.001,1.001,359.12192,359.48104191999994
1649656800000,2022-04-11 06:00:00,UST/USD,1.001,1.001,1.0,1.001,115114.980246,115230.09522624599
1649653200000,2022-04-11 05:00:00,UST/USD,1.001,1.001,1.0,1.001,98.539191,98.63773019099999
1649649600000,2022-04-11 04:00:00,UST/USD,1.001,1.001,1.0,1.001,2123.926893,2126.0508198929997
1649646000000,2022-04-11 03:00:00,UST/USD,1.0,1.001,1.0,1.001,2850.287643,2853.137930643
1649642400000,2022-04-11 02:00:00,UST/USD,1.001,1.001,1.0,1.0,815.93945,815.93945
1649638800000,2022-04-11 01:00:00,UST/USD,1.001,1.001,1.0,1.001,33247.925809,33281.173734808996
1649635200000,2022-04-11 00:00:00,UST/USD,1.001,1.001,1.0,1.001,22466.440483,22488.906923482995
1649631600000,2022-04-10 23:00:00,UST/USD,1.0,1.001,1.0,1.001,19085.828686,19104.914514686
1649628000000,2022-04-10 22:00:00,UST/USD,1.0,1.001,1.0,1.0,15538.310933,15538.310933
1649624400000,2022-04-10 21:00:00,UST/USD,1.001,1.001,1.0,1.0,1653.079837,1653.079837
1649620800000,2022-04-10 20:00:00,UST/USD,1.001,1.001,1.0,1.001,19465.812245,19485.278057245
1649617200000,2022-04-10 19:00:00,UST/USD,1.001,1.001,1.0,1.001,15446.689462,15462.136151461998
1649613600000,2022-04-10 18:00:00,UST/USD,1.001,1.001,1.001,1.001,775.493577,776.2690705769999
1649610000000,2022-04-10 17:00:00,UST/USD,1.001,1.001,1.0,1.001,9180.502172,9189.682674172
1649606400000,2022-04-10 16:00:00,UST/USD,1.001,1.001,1.0,1.001,46795.638651,46842.434289651
1649602800000,2022-04-10 15:00:00,UST/USD,1.001,1.001,1.001,1.001,49.814421,49.864235421
1649599200000,2022-04-10 14:00:00,UST/USD,1.001,1.001,1.0,1.001,85392.028251,85477.42027925099
1649595600000,2022-04-10 13:00:00,UST/USD,1.001,1.001,1.0,1.001,6346.353436,6352.699789435999
1649592000000,2022-04-10 12:00:00,UST/USD,1.001,1.001,1.0,1.001,1712.791345,1714.504136345
1649588400000,2022-04-10 11:00:00,UST/USD,1.001,1.001,1.0,1.001,1323.26459,1324.5878545899998
1649584800000,2022-04-10 10:00:00,UST/USD,1.0,1.001,1.0,1.001,1528.605001,1530.1336060009996
1649581200000,2022-04-10 09:00:00,UST/USD,1.001,1.001,1.0,1.0,45.099993,45.099993
1649577600000,2022-04-10 08:00:00,UST/USD,1.0,1.001,1.0,1.001,55.027813,55.082840813
1649574000000,2022-04-10 07:00:00,UST/USD,1.001,1.001,1.0,1.0,4207.237295,4207.237295
1649570400000,2022-04-10 06:00:00,UST/USD,1.0,1.001,1.0,1.001,4952.080425,4957.032505425
1649566800000,2022-04-10 05:00:00,UST/USD,1.0,1.001,1.0,1.0,257.706234,257.706234
1649563200000,2022-04-10 04:00:00,UST/USD,1.0,1.001,1.0,1.0,14789.602735,14789.602735
1649559600000,2022-04-10 03:00:00,UST/USD,1.001,1.001,1.0,1.0,10014.690545,10014.690545
1649556000000,2022-04-10 02:00:00,UST/USD,1.001,1.001,1.0,1.001,96121.811933,96217.93374493299
1649552400000,2022-04-10 01:00:00,UST/USD,1.001,1.001,1.0,1.001,17869.545328,17887.414873327998
1649548800000,2022-04-10 00:00:00,UST/USD,1.0,1.001,1.0,1.001,22412.936171,22435.349107170998
1649545200000,2022-04-09 23:00:00,UST/USD,1.0,1.001,1.0,1.0,4913.894502,4913.894502
1649541600000,2022-04-09 22:00:00,UST/USD,1.0,1.001,1.0,1.0,574.291375,574.291375
1649538000000,2022-04-09 21:00:00,UST/USD,1.001,1.001,1.0,1.0,8819.632261,8819.632261
1649534400000,2022-04-09 20:00:00,UST/USD,1.0,1.001,1.0,1.001,22135.895717,22158.031612716997
1649530800000,2022-04-09 19:00:00,UST/USD,1.001,1.001,1.0,1.0,15348.491286,15348.491286
1649527200000,2022-04-09 18:00:00,UST/USD,1.0,1.001,1.0,1.001,107278.445328,107385.72377332799
1649523600000,2022-04-09 17:00:00,UST/USD,1.001,1.001,1.0,1.0,5552.295735,5552.295735
1649520000000,2022-04-09 16:00:00,UST/USD,1.001,1.001,1.0,1.001,55193.96908,55249.163049079994
1649516400000,2022-04-09 15:00:00,UST/USD,1.0,1.001,1.0,1.001,34364.895306,34399.260201305995
1649512800000,2022-04-09 14:00:00,UST/USD,1.0,1.001,1.0,1.0,53631.381229,53631.381229
1649509200000,2022-04-09 13:00:00,UST/USD,1.001,1.001,1.0,1.0,10105.796002,10105.796002
1649505600000,2022-04-09 12:00:00,UST/USD,1.001,1.001,1.001,1.001,31470.422259,31501.892681258996
1649502000000,2022-04-09 11:00:00,UST/USD,1.0,1.001,1.0,1.001,3719.702385,3723.4220873849995
1649498400000,2022-04-09 10:00:00,UST/USD,1.001,1.001,1.0,1.0,8019.616507,8019.616507
1649494800000,2022-04-09 09:00:00,UST/USD,1.0,1.001,1.0,1.001,5086.489071,5091.575560070999
1649491200000,2022-04-09 08:00:00,UST/USD,1.001,1.001,1.0,1.0,11525.616767,11525.616767
1649487600000,2022-04-09 07:00:00,UST/USD,1.001,1.001,1.0,1.001,38123.39848,38161.52187848
1649484000000,2022-04-09 06:00:00,UST/USD,1.001,1.001,1.0,1.001,5338.534799,5343.873333799
1649480400000,2022-04-09 05:00:00,UST/USD,1.0,1.001,1.0,1.001,199.359325,199.558684325
1649476800000,2022-04-09 04:00:00,UST/USD,1.001,1.001,1.0,1.0,4.18658,4.18658
1649473200000,2022-04-09 03:00:00,UST/USD,1.001,1.001,1.0,1.001,3568.244676,3571.8129206759995
1649469600000,2022-04-09 02:00:00,UST/USD,1.001,1.001,1.0,1.001,2138.132526,2140.270658526
1649466000000,2022-04-09 01:00:00,UST/USD,1.001,1.001,1.0,1.001,94.866292,94.961158292
1649462400000,2022-04-09 00:00:00,UST/USD,1.001,1.001,1.0,1.001,31168.143681,31199.311824680997
1649458800000,2022-04-08 23:00:00,UST/USD,1.001,1.001,1.0,1.001,5175.50955,5180.685059549999
1649455200000,2022-04-08 22:00:00,UST/USD,1.0,1.001,1.0,1.001,273332.46687,273605.79933686997
1649451600000,2022-04-08 21:00:00,UST/USD,1.001,1.001,1.0,1.0,4054.880586,4054.880586
1649448000000,2022-04-08 20:00:00,UST/USD,1.001,1.001,1.0,1.001,23736.680418,23760.417098418
1649444400000,2022-04-08 19:00:00,UST/USD,1.001,1.001,1.0,1.001,11027.372443,11038.399815443
1649440800000,2022-04-08 18:00:00,UST/USD,1.001,1.002,0.999,1.001,315893.264962,316209.15822696197
1649437200000,2022-04-08 17:00:00,UST/USD,1.0,1.001,1.0,1.001,11011.812304,11022.824116303998
1649433600000,2022-04-08 16:00:00,UST/USD,1.001,1.001,1.0,1.0,8638.029453,8638.029453
1649430000000,2022-04-08 15:00:00,UST/USD,1.001,1.001,1.001,1.001,10677.402185,10688.079587185
1649426400000,2022-04-08 14:00:00,UST/USD,1.001,1.001,1.0,1.001,104819.789396,104924.60918539598
1649422800000,2022-04-08 13:00:00,UST/USD,1.001,1.001,1.0,1.001,18264.24556,18282.509805559996
1649419200000,2022-04-08 12:00:00,UST/USD,1.0,1.001,1.0,1.001,2079.306304,2081.385610304
1649415600000,2022-04-08 11:00:00,UST/USD,1.001,1.001,1.0,1.0,29986.40243,29986.40243
