https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LUNA,Volume USD
1650614400000,2022-04-22 08:00:00,LUNA/USD,94.02,94.38,93.45,93.96,2200.061209,206717.75119763997
1650610800000,2022-04-22 07:00:00,LUNA/USD,93.84,94.47,92.29,94.02,1688.96475,158796.465795
1650607200000,2022-04-22 06:00:00,LUNA/USD,94.22,94.62,93.51,93.84,562.447254,52780.05031536001
1650603600000,2022-04-22 05:00:00,LUNA/USD,93.75,94.53,93.5,94.22,1744.95557,164409.7138054
1650600000000,2022-04-22 04:00:00,LUNA/USD,92.46,93.78,92.46,93.75,2578.075757,241694.60221875002
1650596400000,2022-04-22 03:00:00,LUNA/USD,92.03,92.85,91.79,92.46,1380.920628,127679.92126488
1650592800000,2022-04-22 02:00:00,LUNA/USD,92.39,93.0,91.85,92.03,6241.690187,574422.74790961
1650589200000,2022-04-22 01:00:00,LUNA/USD,91.75,92.65,91.32,92.39,5247.485772,484815.21047508
1650585600000,2022-04-22 00:00:00,LUNA/USD,90.83,92.41,90.59,91.75,648.870773,59533.89342275
1650582000000,2022-04-21 23:00:00,LUNA/USD,90.68,91.02,90.16,90.83,1482.384217,134644.95843011
1650578400000,2022-04-21 22:00:00,LUNA/USD,91.2,91.78,89.99,90.68,2151.101902,195061.92047336
1650574800000,2022-04-21 21:00:00,LUNA/USD,93.41,94.02,91.2,91.2,2999.087386,273516.7696032
1650571200000,2022-04-21 20:00:00,LUNA/USD,95.92,96.3,93.34,93.41,3923.739381,366516.49557921
1650567600000,2022-04-21 19:00:00,LUNA/USD,96.71,97.02,95.91,95.92,7347.8882,704809.436144
1650564000000,2022-04-21 18:00:00,LUNA/USD,97.5,98.02,96.62,96.71,1855.115172,179408.18828412
1650560400000,2022-04-21 17:00:00,LUNA/USD,96.96,98.29,96.86,97.5,8009.383118,780914.854005
1650556800000,2022-04-21 16:00:00,LUNA/USD,98.29,99.02,96.96,96.96,7730.906719,749588.7154742399
1650553200000,2022-04-21 15:00:00,LUNA/USD,99.13,99.39,98.23,98.29,5384.354934,529228.24646286
1650549600000,2022-04-21 14:00:00,LUNA/USD,98.31,99.24,97.73,99.13,5631.803142,558280.6454664599
1650546000000,2022-04-21 13:00:00,LUNA/USD,98.41,98.94,98.09,98.31,3350.012488,329339.72769528
1650542400000,2022-04-21 12:00:00,LUNA/USD,97.82,98.89,97.81,98.41,907.904085,89346.84100485
1650538800000,2022-04-21 11:00:00,LUNA/USD,96.86,98.37,96.86,97.82,3693.557316,361303.77665112
1650535200000,2022-04-21 10:00:00,LUNA/USD,94.89,97.29,94.76,96.86,1651.265062,159941.53390532
1650531600000,2022-04-21 09:00:00,LUNA/USD,95.25,95.53,94.59,94.89,199.800734,18959.09164926
1650528000000,2022-04-21 08:00:00,LUNA/USD,95.1,95.63,94.47,95.25,455.032743,43341.86877075
1650524400000,2022-04-21 07:00:00,LUNA/USD,93.89,95.21,93.78,95.1,497.727822,47333.9158722
1650520800000,2022-04-21 06:00:00,LUNA/USD,92.96,93.99,92.44,93.89,477.287107,44812.48647623
1650517200000,2022-04-21 05:00:00,LUNA/USD,93.75,94.28,92.93,92.96,1275.711157,118590.10915471999
1650513600000,2022-04-21 04:00:00,LUNA/USD,94.43,94.52,93.72,93.75,882.668286,82750.1518125
1650510000000,2022-04-21 03:00:00,LUNA/USD,94.71,94.71,94.1,94.43,326.747598,30854.77567914
1650506400000,2022-04-21 02:00:00,LUNA/USD,95.25,95.44,94.47,94.71,1390.726365,131715.69402914998
1650502800000,2022-04-21 01:00:00,LUNA/USD,95.46,95.46,95.09,95.25,1967.269238,187382.39491950002
1650499200000,2022-04-21 00:00:00,LUNA/USD,94.72,95.47,94.72,95.46,16.294982,1555.51898172
1650495600000,2022-04-20 23:00:00,LUNA/USD,95.84,96.05,94.62,94.72,716.81123,67896.3597056
1650492000000,2022-04-20 22:00:00,LUNA/USD,95.65,96.02,95.49,95.84,309.26615,29640.067816
1650488400000,2022-04-20 21:00:00,LUNA/USD,95.62,95.72,94.57,95.65,1557.523609,148977.13320085002
1650484800000,2022-04-20 20:00:00,LUNA/USD,94.51,96.81,94.51,95.62,2311.834231,221057.58916822
1650481200000,2022-04-20 19:00:00,LUNA/USD,94.27,95.16,94.26,94.51,993.87423,93931.05347730001
1650477600000,2022-04-20 18:00:00,LUNA/USD,95.09,95.09,93.77,94.27,2715.614595,256000.98787065
1650474000000,2022-04-20 17:00:00,LUNA/USD,94.85,95.57,94.85,95.09,299.481143,28477.66188787
1650470400000,2022-04-20 16:00:00,LUNA/USD,95.16,95.3,93.99,94.85,4729.830465,448624.41960524995
1650466800000,2022-04-20 15:00:00,LUNA/USD,96.11,96.11,94.57,95.16,3482.94826,331437.3564216
1650463200000,2022-04-20 14:00:00,LUNA/USD,96.41,97.44,95.98,96.11,6778.590375,651490.32094125
1650459600000,2022-04-20 13:00:00,LUNA/USD,96.19,96.63,95.28,96.41,2129.872223,205340.98101942998
1650456000000,2022-04-20 12:00:00,LUNA/USD,96.99,97.03,95.94,96.19,1699.402151,163465.49290469
1650452400000,2022-04-20 11:00:00,LUNA/USD,96.68,97.03,96.4,96.99,1749.923251,169725.05611449
1650448800000,2022-04-20 10:00:00,LUNA/USD,95.32,96.87,95.12,96.68,7808.837346,754958.3946112801
1650445200000,2022-04-20 09:00:00,LUNA/USD,94.57,95.66,94.39,95.32,5504.862665,524723.5092278
1650441600000,2022-04-20 08:00:00,LUNA/USD,94.54,95.06,94.36,94.57,2142.441605,202610.70258485
1650438000000,2022-04-20 07:00:00,LUNA/USD,95.1,95.51,94.22,94.54,3097.175637,292806.98472198
1650434400000,2022-04-20 06:00:00,LUNA/USD,95.28,95.28,94.73,95.1,1931.164962,183653.7878862
1650430800000,2022-04-20 05:00:00,LUNA/USD,94.31,95.73,94.21,95.28,501.956608,47826.42561024
1650427200000,2022-04-20 04:00:00,LUNA/USD,94.08,94.33,93.79,94.31,262.451474,24751.798512940004
1650423600000,2022-04-20 03:00:00,LUNA/USD,94.35,94.4,93.57,94.08,672.309587,63250.88594496
1650420000000,2022-04-20 02:00:00,LUNA/USD,94.26,94.37,93.74,94.35,2086.362748,196848.3252738
1650416400000,2022-04-20 01:00:00,LUNA/USD,93.86,94.36,93.4,94.26,795.423504,74976.61948704
1650412800000,2022-04-20 00:00:00,LUNA/USD,95.55,95.79,93.83,93.86,1268.877824,119096.87256064
1650409200000,2022-04-19 23:00:00,LUNA/USD,94.81,95.96,94.68,95.55,1346.831966,128689.79435129999
1650405600000,2022-04-19 22:00:00,LUNA/USD,95.31,95.54,94.79,94.81,3451.066447,327195.60984007
1650402000000,2022-04-19 21:00:00,LUNA/USD,93.38,95.76,93.38,95.31,1414.368517,134803.46335527
1650398400000,2022-04-19 20:00:00,LUNA/USD,93.84,94.08,93.06,93.38,1309.66596,122296.6073448
1650394800000,2022-04-19 19:00:00,LUNA/USD,93.58,94.47,93.58,93.84,719.677834,67534.56794256
1650391200000,2022-04-19 18:00:00,LUNA/USD,93.26,93.88,93.16,93.58,1658.518377,155204.14971966
1650387600000,2022-04-19 17:00:00,LUNA/USD,94.06,94.14,92.8,93.26,864.361113,80610.31739838001
1650384000000,2022-04-19 16:00:00,LUNA/USD,94.24,94.35,93.12,94.06,4006.828373,376882.27676438
1650380400000,2022-04-19 15:00:00,LUNA/USD,94.6,94.95,93.85,94.24,1432.281309,134978.19056016
1650376800000,2022-04-19 14:00:00,LUNA/USD,92.98,94.67,92.11,94.6,7014.898319,663609.3809774
1650373200000,2022-04-19 13:00:00,LUNA/USD,90.4,93.12,89.87,92.98,13647.854283,1268977.49123334
1650369600000,2022-04-19 12:00:00,LUNA/USD,89.8,90.97,89.8,90.4,6280.001974,567712.1784496
1650366000000,2022-04-19 11:00:00,LUNA/USD,91.17,91.39,89.73,89.8,980.417763,88041.5151174
1650362400000,2022-04-19 10:00:00,LUNA/USD,89.73,91.33,89.7,91.17,1001.457093,91302.84316881
1650358800000,2022-04-19 09:00:00,LUNA/USD,89.91,90.29,89.54,89.73,1121.871552,100665.53436096001
1650355200000,2022-04-19 08:00:00,LUNA/USD,89.07,90.07,88.95,89.91,396.958241,35690.51544831
1650351600000,2022-04-19 07:00:00,LUNA/USD,88.79,89.3,88.49,89.07,1849.278145,164715.20437514997
1650348000000,2022-04-19 06:00:00,LUNA/USD,88.99,89.43,88.69,88.79,3527.5035,313207.035765
1650344400000,2022-04-19 05:00:00,LUNA/USD,90.25,90.28,88.99,88.99,2479.72988,220671.16202119997
1650340800000,2022-04-19 04:00:00,LUNA/USD,89.3,90.35,89.3,90.25,1000.778218,90320.2341745
1650337200000,2022-04-19 03:00:00,LUNA/USD,89.3,90.32,88.96,89.3,669.977543,59828.994589899994
1650333600000,2022-04-19 02:00:00,LUNA/USD,89.8,90.41,89.29,89.3,1200.492368,107203.9684624
1650330000000,2022-04-19 01:00:00,LUNA/USD,91.52,91.61,89.46,89.8,5671.861142,509333.13055159996
1650326400000,2022-04-19 00:00:00,LUNA/USD,91.08,91.87,90.57,91.52,2473.803426,226402.48954751997
1650322800000,2022-04-18 23:00:00,LUNA/USD,89.4,91.48,89.07,91.08,2671.626226,243331.71666407998
1650319200000,2022-04-18 22:00:00,LUNA/USD,89.2,89.4,88.61,89.4,2611.402228,233459.3591832
1650315600000,2022-04-18 21:00:00,LUNA/USD,88.72,89.57,88.44,89.2,2001.072594,178495.6753848
1650312000000,2022-04-18 20:00:00,LUNA/USD,88.81,89.4,88.05,88.72,4372.037156,387887.13648032
1650308400000,2022-04-18 19:00:00,LUNA/USD,87.96,88.85,87.59,88.81,9294.862807,825476.76588967
1650304800000,2022-04-18 18:00:00,LUNA/USD,86.47,87.97,86.39,87.96,11987.708584,1054438.84704864
1650301200000,2022-04-18 17:00:00,LUNA/USD,85.08,86.85,84.95,86.47,12337.303385,1066806.6237009498
1650297600000,2022-04-18 16:00:00,LUNA/USD,84.46,85.83,83.52,85.08,5617.441269,477931.90316652
1650294000000,2022-04-18 15:00:00,LUNA/USD,84.64,84.82,83.84,84.46,3839.390842,324274.95051531994
1650290400000,2022-04-18 14:00:00,LUNA/USD,83.99,84.88,83.8,84.64,3057.926134,258822.86798175998
1650286800000,2022-04-18 13:00:00,LUNA/USD,83.34,84.23,82.8,83.99,7805.044601,655545.6960379899
1650283200000,2022-04-18 12:00:00,LUNA/USD,79.81,83.78,79.81,83.34,6211.816027,517692.74769018
1650279600000,2022-04-18 11:00:00,LUNA/USD,79.0,80.06,78.98,79.81,817.497487,65244.47443747
1650276000000,2022-04-18 10:00:00,LUNA/USD,77.91,79.68,77.79,79.0,1787.682678,141226.93156199998
1650272400000,2022-04-18 09:00:00,LUNA/USD,76.69,77.98,76.42,77.91,1410.634691,109902.54877580999
1650268800000,2022-04-18 08:00:00,LUNA/USD,76.52,77.14,76.52,76.69,221.637781,16997.40142489
1650265200000,2022-04-18 07:00:00,LUNA/USD,76.95,77.04,76.19,76.52,254.105113,19444.12324676
1650261600000,2022-04-18 06:00:00,LUNA/USD,76.37,77.15,76.18,76.95,1060.332849,81592.61273055
1650258000000,2022-04-18 05:00:00,LUNA/USD,75.95,76.82,75.77,76.37,5729.632702,437572.04945174
1650254400000,2022-04-18 04:00:00,LUNA/USD,78.62,78.71,75.82,75.95,3228.418425,245198.37937875
1650250800000,2022-04-18 03:00:00,LUNA/USD,78.69,78.89,78.53,78.62,839.112665,65971.03772230001
1650247200000,2022-04-18 02:00:00,LUNA/USD,78.48,78.78,78.25,78.69,769.010954,60513.47197026
1650243600000,2022-04-18 01:00:00,LUNA/USD,78.07,78.62,77.96,78.48,993.754967,77989.88981016
1650240000000,2022-04-18 00:00:00,LUNA/USD,77.3,78.11,76.91,78.07,2201.347846,171859.22633722
1650236400000,2022-04-17 23:00:00,LUNA/USD,79.91,79.91,77.05,77.3,4615.222847,356756.7260731
1650232800000,2022-04-17 22:00:00,LUNA/USD,80.5,80.54,79.77,79.91,493.685695,39450.42388745
1650229200000,2022-04-17 21:00:00,LUNA/USD,80.56,80.67,80.18,80.5,439.034426,35342.271293
1650225600000,2022-04-17 20:00:00,LUNA/USD,80.69,80.91,80.52,80.56,437.528526,35247.29805456
1650222000000,2022-04-17 19:00:00,LUNA/USD,80.47,80.88,80.16,80.69,1133.181676,91436.42943644
1650218400000,2022-04-17 18:00:00,LUNA/USD,80.79,80.93,79.99,80.47,4365.867759,351321.37856672995
1650214800000,2022-04-17 17:00:00,LUNA/USD,81.79,81.97,80.78,80.79,414.937445,33522.79618155
1650211200000,2022-04-17 16:00:00,LUNA/USD,82.35,82.48,81.79,81.79,553.267408,45251.741300320005
1650207600000,2022-04-17 15:00:00,LUNA/USD,81.55,82.46,81.27,82.35,746.572176,61480.2186936
1650204000000,2022-04-17 14:00:00,LUNA/USD,81.45,81.78,81.15,81.55,286.827031,23390.744378049996
1650200400000,2022-04-17 13:00:00,LUNA/USD,81.38,81.74,81.03,81.45,494.348124,40264.6546998
1650196800000,2022-04-17 12:00:00,LUNA/USD,81.45,81.56,81.25,81.38,894.123511,72763.77132518
1650193200000,2022-04-17 11:00:00,LUNA/USD,81.53,81.54,81.3,81.45,103.273233,8411.60482785
1650189600000,2022-04-17 10:00:00,LUNA/USD,81.54,81.62,81.4,81.53,110.618919,9018.76046607
1650186000000,2022-04-17 09:00:00,LUNA/USD,81.44,81.92,81.43,81.54,69.841381,5694.86620674
1650182400000,2022-04-17 08:00:00,LUNA/USD,81.48,81.66,81.4,81.44,137.804959,11222.83586096
1650178800000,2022-04-17 07:00:00,LUNA/USD,81.63,81.63,81.16,81.48,152.270585,12407.0072658
1650175200000,2022-04-17 06:00:00,LUNA/USD,81.81,81.81,81.37,81.63,297.815315,24310.664163449997
1650171600000,2022-04-17 05:00:00,LUNA/USD,81.37,82.14,81.31,81.81,911.038029,74532.02115249001
1650168000000,2022-04-17 04:00:00,LUNA/USD,81.11,81.37,81.0,81.37,383.619956,31215.155819720003
1650164400000,2022-04-17 03:00:00,LUNA/USD,80.45,81.12,80.32,81.11,524.811297,42567.444299669995
1650160800000,2022-04-17 02:00:00,LUNA/USD,80.95,81.01,80.24,80.45,524.980541,42234.68452345
1650157200000,2022-04-17 01:00:00,LUNA/USD,80.8,81.06,80.6,80.95,482.340873,39045.49366935
1650153600000,2022-04-17 00:00:00,LUNA/USD,81.0,81.05,80.39,80.8,839.519144,67833.1468352
1650150000000,2022-04-16 23:00:00,LUNA/USD,81.05,81.38,80.82,81.0,287.1738,23261.077800000003
1650146400000,2022-04-16 22:00:00,LUNA/USD,81.02,81.57,80.9,81.05,977.741562,79245.9536001
1650142800000,2022-04-16 21:00:00,LUNA/USD,80.75,81.22,80.5,81.02,799.123161,64744.95850422
1650139200000,2022-04-16 20:00:00,LUNA/USD,80.45,80.77,80.03,80.75,222.822992,17992.956604
1650135600000,2022-04-16 19:00:00,LUNA/USD,80.37,80.57,80.35,80.45,124.853871,10044.493921950001
1650132000000,2022-04-16 18:00:00,LUNA/USD,80.29,80.47,80.12,80.37,510.80958,41053.7659446
1650128400000,2022-04-16 17:00:00,LUNA/USD,80.46,80.55,80.21,80.29,240.994669,19349.46197401
1650124800000,2022-04-16 16:00:00,LUNA/USD,80.32,80.51,80.19,80.46,722.009712,58092.901427519995
1650121200000,2022-04-16 15:00:00,LUNA/USD,81.42,81.71,80.06,80.32,637.145284,51175.509210879994
1650117600000,2022-04-16 14:00:00,LUNA/USD,81.33,81.54,81.22,81.42,290.855538,23681.457903960003
1650114000000,2022-04-16 13:00:00,LUNA/USD,81.71,81.74,81.22,81.33,356.020712,28955.164506959998
1650110400000,2022-04-16 12:00:00,LUNA/USD,81.2,81.82,81.03,81.71,154.649045,12636.373466949999
1650106800000,2022-04-16 11:00:00,LUNA/USD,81.52,81.68,81.18,81.2,93.583984,7599.0195008
1650103200000,2022-04-16 10:00:00,LUNA/USD,80.67,81.59,80.67,81.52,370.572357,30209.05854264
1650099600000,2022-04-16 09:00:00,LUNA/USD,80.59,80.86,80.59,80.67,37.434424,3019.83498408
1650096000000,2022-04-16 08:00:00,LUNA/USD,80.59,80.98,80.47,80.59,42.849342,3453.2284717800003
1650092400000,2022-04-16 07:00:00,LUNA/USD,80.6,80.85,80.57,80.59,168.042957,13542.58190463
1650088800000,2022-04-16 06:00:00,LUNA/USD,80.76,80.89,80.53,80.6,238.31045,19207.82227
1650085200000,2022-04-16 05:00:00,LUNA/USD,80.55,80.8,80.53,80.76,217.387303,17556.19859028
1650081600000,2022-04-16 04:00:00,LUNA/USD,80.31,80.65,80.26,80.55,221.936591,17876.992405049998
1650078000000,2022-04-16 03:00:00,LUNA/USD,80.52,80.57,80.26,80.31,469.298614,37689.37169034
1650074400000,2022-04-16 02:00:00,LUNA/USD,80.68,80.75,80.51,80.52,93.843741,7556.298025319999
1650070800000,2022-04-16 01:00:00,LUNA/USD,80.58,80.81,80.47,80.68,617.610326,49828.80110168
1650067200000,2022-04-16 00:00:00,LUNA/USD,80.38,80.7,80.11,80.58,1316.894582,106115.36541756
1650063600000,2022-04-15 23:00:00,LUNA/USD,80.47,80.52,80.0,80.38,925.158288,74364.22318943999
1650060000000,2022-04-15 22:00:00,LUNA/USD,80.66,80.75,80.13,80.47,652.258714,52487.25871558001
1650056400000,2022-04-15 21:00:00,LUNA/USD,81.01,81.07,80.41,80.66,909.853199,73388.75903134
1650052800000,2022-04-15 20:00:00,LUNA/USD,80.52,81.09,80.46,81.01,839.51289,68008.9392189
1650049200000,2022-04-15 19:00:00,LUNA/USD,80.69,80.81,80.25,80.52,444.613584,35800.285783679996
1650045600000,2022-04-15 18:00:00,LUNA/USD,80.58,80.92,80.44,80.69,867.645488,70010.31442672
1650042000000,2022-04-15 17:00:00,LUNA/USD,80.1,80.69,79.91,80.58,880.410269,70943.45947602
1650038400000,2022-04-15 16:00:00,LUNA/USD,80.34,80.4,79.13,80.1,2915.019233,233493.0405633
1650034800000,2022-04-15 15:00:00,LUNA/USD,80.65,81.16,80.26,80.34,1083.840992,87075.78529728
1650031200000,2022-04-15 14:00:00,LUNA/USD,80.29,81.64,79.64,80.65,1585.569719,127876.19783735002
1650027600000,2022-04-15 13:00:00,LUNA/USD,81.34,81.6,80.21,80.29,867.885623,69682.53667067
1650024000000,2022-04-15 12:00:00,LUNA/USD,81.91,82.16,81.19,81.34,446.208059,36294.56351906
1650020400000,2022-04-15 11:00:00,LUNA/USD,81.75,82.0,81.72,81.91,372.387037,30502.22220067
1650016800000,2022-04-15 10:00:00,LUNA/USD,81.37,81.98,81.34,81.75,238.497705,19497.18738375
1650013200000,2022-04-15 09:00:00,LUNA/USD,81.73,81.95,81.07,81.37,399.39004,32498.367554800003
1650009600000,2022-04-15 08:00:00,LUNA/USD,81.81,82.07,81.48,81.73,212.2396,17346.342508
1650006000000,2022-04-15 07:00:00,LUNA/USD,81.39,82.29,80.97,81.81,360.099382,29459.73044142
1650002400000,2022-04-15 06:00:00,LUNA/USD,81.61,81.95,81.03,81.39,364.232395,29644.87462905
1649998800000,2022-04-15 05:00:00,LUNA/USD,81.67,82.24,81.44,81.61,893.907251,72951.77075411
1649995200000,2022-04-15 04:00:00,LUNA/USD,82.3,82.74,81.62,81.67,488.05344,39859.324444800004
1649991600000,2022-04-15 03:00:00,LUNA/USD,81.5,82.31,81.5,82.3,331.784385,27305.854885499997
1649988000000,2022-04-15 02:00:00,LUNA/USD,81.26,81.87,81.21,81.5,1192.436477,97183.5728755
1649984400000,2022-04-15 01:00:00,LUNA/USD,81.19,81.63,80.91,81.26,495.199425,40239.9052755
1649980800000,2022-04-15 00:00:00,LUNA/USD,81.56,82.41,80.68,81.19,2006.230289,162885.83716391
1649977200000,2022-04-14 23:00:00,LUNA/USD,81.5,81.88,81.44,81.56,625.369579,51005.142863240006
1649973600000,2022-04-14 22:00:00,LUNA/USD,81.43,81.76,81.13,81.5,591.971591,48245.6846665
1649970000000,2022-04-14 21:00:00,LUNA/USD,81.13,82.04,81.06,81.43,817.653792,66581.54828256
1649966400000,2022-04-14 20:00:00,LUNA/USD,81.0,81.2,79.65,81.13,5517.230316,447612.89553708
1649962800000,2022-04-14 19:00:00,LUNA/USD,81.12,81.5,80.47,81.0,1146.65785,92879.28585
1649959200000,2022-04-14 18:00:00,LUNA/USD,82.55,82.78,80.9,81.12,1241.530574,100712.96016288
1649955600000,2022-04-14 17:00:00,LUNA/USD,82.14,82.63,81.73,82.55,870.927597,71895.07313235
1649952000000,2022-04-14 16:00:00,LUNA/USD,81.72,82.54,81.38,82.14,3628.138515,298015.2976221
1649948400000,2022-04-14 15:00:00,LUNA/USD,84.3,84.44,81.48,81.72,3898.846334,318613.72241448
1649944800000,2022-04-14 14:00:00,LUNA/USD,84.53,84.76,83.73,84.3,1645.634742,138727.00875059998
1649941200000,2022-04-14 13:00:00,LUNA/USD,86.22,86.74,84.4,84.53,2796.80102,236413.5902206
1649937600000,2022-04-14 12:00:00,LUNA/USD,85.25,86.38,85.23,86.22,940.270662,81070.13647764
1649934000000,2022-04-14 11:00:00,LUNA/USD,86.14,86.36,84.94,85.25,3415.371089,291160.38533725
1649930400000,2022-04-14 10:00:00,LUNA/USD,87.34,87.39,85.87,86.14,1011.924044,87167.13715016
1649926800000,2022-04-14 09:00:00,LUNA/USD,87.51,87.65,86.39,87.34,3417.067717,298446.69440278
1649923200000,2022-04-14 08:00:00,LUNA/USD,88.37,88.63,87.36,87.51,2592.732736,226890.04172736002
1649919600000,2022-04-14 07:00:00,LUNA/USD,88.77,88.86,88.25,88.37,4144.50972,366250.32395640004
1649916000000,2022-04-14 06:00:00,LUNA/USD,88.5,88.86,88.41,88.77,3406.958219,302435.68110062997
1649912400000,2022-04-14 05:00:00,LUNA/USD,88.2,88.5,88.0,88.5,5116.51744,452811.79344
1649908800000,2022-04-14 04:00:00,LUNA/USD,88.18,88.58,87.94,88.2,2394.078494,211157.7231708
1649905200000,2022-04-14 03:00:00,LUNA/USD,89.17,89.36,88.18,88.18,1860.360322,164046.57319396
1649901600000,2022-04-14 02:00:00,LUNA/USD,89.7,89.77,88.69,89.17,1878.905371,167541.99193207
1649898000000,2022-04-14 01:00:00,LUNA/USD,88.81,89.89,88.2,89.7,3157.347985,283214.1142545
1649894400000,2022-04-14 00:00:00,LUNA/USD,87.76,88.95,87.59,88.81,2162.119509,192017.83359429002
1649890800000,2022-04-13 23:00:00,LUNA/USD,87.79,88.07,87.35,87.76,373.908286,32814.19117936
1649887200000,2022-04-13 22:00:00,LUNA/USD,87.01,88.03,86.76,87.79,445.03463,39069.5901677
1649883600000,2022-04-13 21:00:00,LUNA/USD,87.07,87.49,86.78,87.01,1569.339864,136548.26156664002
1649880000000,2022-04-13 20:00:00,LUNA/USD,86.81,87.34,86.63,87.07,1195.469893,104089.56358350998
1649876400000,2022-04-13 19:00:00,LUNA/USD,87.18,87.63,86.76,86.81,1190.723193,103366.68038433
1649872800000,2022-04-13 18:00:00,LUNA/USD,86.28,87.34,86.08,87.18,1124.310742,98017.41048756
1649869200000,2022-04-13 17:00:00,LUNA/USD,86.91,86.97,85.79,86.28,7854.984262,677728.04212536
1649865600000,2022-04-13 16:00:00,LUNA/USD,87.52,87.52,86.67,86.91,1108.868216,96371.73665256001
1649862000000,2022-04-13 15:00:00,LUNA/USD,86.45,87.97,86.29,87.52,2474.863935,216600.09159119998
1649858400000,2022-04-13 14:00:00,LUNA/USD,87.26,87.92,85.79,86.45,5309.693123,459022.97048335004
1649854800000,2022-04-13 13:00:00,LUNA/USD,83.82,87.31,83.66,87.26,12280.067483,1071558.6885665802
1649851200000,2022-04-13 12:00:00,LUNA/USD,83.45,84.4,83.23,83.82,1105.098958,92629.39465956
1649847600000,2022-04-13 11:00:00,LUNA/USD,84.08,84.56,83.36,83.45,606.670524,50626.6552278
1649844000000,2022-04-13 10:00:00,LUNA/USD,84.99,85.31,83.82,84.08,1185.163514,99648.54825712
1649840400000,2022-04-13 09:00:00,LUNA/USD,85.48,85.59,84.82,84.99,523.941031,44529.748224689996
1649836800000,2022-04-13 08:00:00,LUNA/USD,85.55,85.83,85.17,85.48,213.946639,18288.15870172
1649833200000,2022-04-13 07:00:00,LUNA/USD,85.35,85.72,85.12,85.55,366.434511,31348.472416049997
1649829600000,2022-04-13 06:00:00,LUNA/USD,86.14,86.31,85.23,85.35,1870.764596,159669.75826859998
1649826000000,2022-04-13 05:00:00,LUNA/USD,85.6,86.46,85.22,86.14,1400.14689,120608.6531046
1649822400000,2022-04-13 04:00:00,LUNA/USD,85.37,85.61,84.64,85.6,1123.594076,96179.6529056
1649818800000,2022-04-13 03:00:00,LUNA/USD,84.47,85.9,84.28,85.37,738.321521,63030.50824777
1649815200000,2022-04-13 02:00:00,LUNA/USD,83.75,84.64,83.43,84.47,1054.601502,89082.18887394
1649811600000,2022-04-13 01:00:00,LUNA/USD,83.54,83.75,82.79,83.75,870.45476,72900.58615
1649808000000,2022-04-13 00:00:00,LUNA/USD,84.56,84.9,83.36,83.54,1952.944649,163148.99597746003
1649804400000,2022-04-12 23:00:00,LUNA/USD,84.08,84.99,83.99,84.56,1632.423036,138037.69192416
1649800800000,2022-04-12 22:00:00,LUNA/USD,84.47,84.47,83.3,84.08,3336.484389,280531.60742712003
1649797200000,2022-04-12 21:00:00,LUNA/USD,83.8,84.7,83.42,84.47,843.893954,71283.72229438
1649793600000,2022-04-12 20:00:00,LUNA/USD,82.48,83.9,82.33,83.8,8317.592198,697014.2261924
1649790000000,2022-04-12 19:00:00,LUNA/USD,83.36,83.51,82.32,82.48,7434.429966,613191.78359568
1649786400000,2022-04-12 18:00:00,LUNA/USD,84.49,84.98,83.16,83.36,1003.198237,83626.60503631999
1649782800000,2022-04-12 17:00:00,LUNA/USD,85.19,85.65,84.31,84.49,3159.40636,266938.2433564
1649779200000,2022-04-12 16:00:00,LUNA/USD,85.0,85.91,84.64,85.19,2085.623752,177674.28743288
1649775600000,2022-04-12 15:00:00,LUNA/USD,84.14,85.87,83.82,85.0,5646.66032,479966.1272
1649772000000,2022-04-12 14:00:00,LUNA/USD,86.44,86.52,83.62,84.14,9507.545639,799964.89006546
1649768400000,2022-04-12 13:00:00,LUNA/USD,88.17,88.23,86.27,86.44,5727.736068,495105.50571792
1649764800000,2022-04-12 12:00:00,LUNA/USD,86.28,88.45,84.99,88.17,4330.250904,381798.22220568004
1649761200000,2022-04-12 11:00:00,LUNA/USD,84.66,86.6,84.59,86.28,5285.624534,456043.68479351996
1649757600000,2022-04-12 10:00:00,LUNA/USD,84.88,85.2,84.56,84.66,609.986609,51641.46631794
1649754000000,2022-04-12 09:00:00,LUNA/USD,85.12,85.23,84.44,84.88,1745.641217,148170.02649896
1649750400000,2022-04-12 08:00:00,LUNA/USD,84.8,85.48,84.7,85.12,763.23879,64966.885804800004
1649746800000,2022-04-12 07:00:00,LUNA/USD,84.51,84.97,84.24,84.8,1775.987151,150603.7104048
1649743200000,2022-04-12 06:00:00,LUNA/USD,84.76,85.6,84.13,84.51,8639.393856,730115.1747705601
1649739600000,2022-04-12 05:00:00,LUNA/USD,83.35,85.29,83.34,84.76,5149.669063,436485.94977988006
1649736000000,2022-04-12 04:00:00,LUNA/USD,82.34,83.35,82.1,83.35,1666.041546,138864.5628591
1649732400000,2022-04-12 03:00:00,LUNA/USD,81.7,82.49,81.56,82.34,943.663733,77701.27177522
1649728800000,2022-04-12 02:00:00,LUNA/USD,82.81,83.14,81.37,81.7,1637.307785,133768.0460345
1649725200000,2022-04-12 01:00:00,LUNA/USD,82.95,83.73,82.63,82.81,1181.598393,97848.16292433
1649721600000,2022-04-12 00:00:00,LUNA/USD,82.51,83.65,81.86,82.95,3613.381639,299730.00695505005
