Time,Open,High,Low,Last,Change,%Chg,Volume
"01/19/2022 07:00",1.000314,1.00041,1.000209,1.000311,-3.0E-6,0.00%,365
"01/19/2022 06:00",1.000218,1.000315,1.000214,1.000314,9.6E-5,+0.01%,391
"01/19/2022 05:00",1.000314,1.000314,1.000213,1.000218,-9.6E-5,-0.01%,491
"01/19/2022 04:00",1.000312,1.000321,1.000213,1.000314,2.0E-6,0.00%,385
"01/19/2022 03:00",1.000315,1.000319,1.000215,1.000312,-3.0E-6,0.00%,336
"01/19/2022 02:00",1.000314,1.000317,1.000215,1.000315,1.0E-6,0.00%,336
"01/19/2022 01:00",1.000318,1.000319,1.000215,1.000314,-4.0E-6,0.00%,392
"01/19/2022 00:00",1.000312,1.000318,1.000217,1.000318,6.0E-6,0.00%,309
"01/18/2022 23:00",1.000314,1.000318,1.000216,1.000312,-2.0E-6,0.00%,551
"01/18/2022 22:00",1.000223,1.000319,1.000216,1.000314,-4.0E-6,0.00%,409
"01/18/2022 21:00",1.000224,1.000318,1.000215,1.000318,9.4E-5,+0.01%,344
"01/18/2022 20:00",1.000311,1.00041,1.000216,1.000224,-8.8E-5,-0.01%,487
"01/18/2022 19:00",1.000315,1.000409,1.000214,1.000312,-3.0E-6,0.00%,303
"01/18/2022 18:00",1.000222,1.000322,1.000215,1.000315,9.3E-5,+0.01%,279
"01/18/2022 17:00",1.000218,1.00041,1.000215,1.000222,4.0E-6,0.00%,331
"01/18/2022 16:00",1.000312,1.000412,1.000216,1.000218,-9.4E-5,-0.01%,455
"01/18/2022 15:00",1.000219,1.000409,1.000214,1.000312,9.3E-5,+0.01%,365
"01/18/2022 14:00",1.000219,1.00032,1.000218,1.000219,0,0.00%,292
"01/18/2022 13:00",1.000314,1.000321,1.000126,1.000219,-9.5E-5,-0.01%,332
"01/18/2022 12:00",1.00022,1.000319,1.000123,1.000314,9.5E-5,+0.01%,308
"01/18/2022 11:00",1.00022,1.000319,1.000121,1.000219,-1.0E-6,0.00%,330
"01/18/2022 10:00",1.000218,1.000321,1.000217,1.00022,-9.4E-5,-0.01%,393
"01/18/2022 09:00",1.00022,1.000321,1.000217,1.000314,9.4E-5,+0.01%,440
"01/18/2022 08:00",1.000319,1.000323,1.00022,1.00022,-9.9E-5,-0.01%,361
"01/18/2022 07:00",1.000323,1.000326,1.000221,1.000319,-5.0E-6,0.00%,371
"01/18/2022 06:00",1.000222,1.000325,1.000221,1.000324,0.000102,+0.01%,430
"01/18/2022 05:00",1.000324,1.000418,1.000222,1.000222,-0.000102,-0.01%,580
"01/18/2022 04:00",1.000321,1.000425,1.000225,1.000324,3.0E-6,0.00%,864
"01/18/2022 03:00",1.000321,1.00042,1.000225,1.000321,0,0.00%,443
"01/18/2022 02:00",1.000318,1.000326,1.000223,1.000321,3.0E-6,0.00%,390
"01/18/2022 01:00",1.000322,1.000422,1.000234,1.000318,-4.0E-6,0.00%,418
"01/18/2022 00:00",1.000418,1.000421,1.000319,1.000322,-9.6E-5,-0.01%,398
"01/17/2022 23:00",1.000419,1.000421,1.000318,1.000418,-1.0E-6,0.00%,504
"01/17/2022 22:00",1.000327,1.000422,1.000226,1.000419,9.2E-5,+0.01%,439
"01/17/2022 21:00",1.000418,1.000515,1.000317,1.000327,-9.1E-5,-0.01%,742
"01/17/2022 20:00",1.000324,1.000422,1.000318,1.000418,9.4E-5,+0.01%,750
"01/17/2022 19:00",1.000422,1.000423,1.000321,1.000324,-9.8E-5,-0.01%,336
"01/17/2022 18:00",1.000327,1.000423,1.000319,1.000422,9.5E-5,+0.01%,376
"01/17/2022 17:00",1.000329,1.000421,1.000318,1.000327,2.0E-6,0.00%,368
"01/17/2022 16:00",1.000322,1.000422,1.000231,1.000325,3.0E-6,0.00%,389
"01/17/2022 15:00",1.000326,1.000422,1.000225,1.000322,-9.6E-5,-0.01%,378
"01/17/2022 14:00",1.000422,1.000431,1.00032,1.000418,-4.0E-6,0.00%,311
"01/17/2022 13:00",1.000332,1.000424,1.000321,1.000422,8.8E-5,+0.01%,307
"01/17/2022 12:00",1.000322,1.000424,1.000229,1.000334,1.2E-5,0.00%,403
"01/17/2022 11:00",1.000421,1.000424,1.00023,1.000322,-9.8E-5,-0.01%,367
"01/17/2022 10:00",1.000321,1.000425,1.000321,1.00042,9.9E-5,+0.01%,330
"01/17/2022 09:00",1.000431,1.000439,1.000321,1.000321,-0.000107,-0.01%,324
"01/17/2022 08:00",1.000322,1.000439,1.000316,1.000428,0.000106,+0.01%,298
"01/17/2022 07:00",1.00041,1.000425,1.000318,1.000322,-8.8E-5,-0.01%,311
"01/17/2022 06:00",1.000321,1.00042,1.000316,1.00041,8.9E-5,+0.01%,324
"01/17/2022 05:00",1.000411,1.000422,1.000316,1.000321,-9.0E-5,-0.01%,301
"01/17/2022 04:00",1.00042,1.000425,1.000318,1.000411,-9.0E-6,0.00%,366
"01/17/2022 03:00",1.000321,1.000421,1.000319,1.00042,9.9E-5,+0.01%,335
"01/17/2022 02:00",1.00042,1.000421,1.00032,1.000321,-9.9E-5,-0.01%,312
"01/17/2022 01:00",1.00042,1.000421,1.000318,1.00042,0,0.00%,414
"01/17/2022 00:00",1.000423,1.000423,1.000319,1.00042,8.9E-5,+0.01%,334
"01/16/2022 23:00",1.000331,1.000425,1.00032,1.000331,0,0.00%,368
"01/16/2022 22:00",1.000424,1.000432,1.000321,1.000331,-9.4E-5,-0.01%,379
"01/16/2022 21:00",1.000332,1.000432,1.00033,1.000425,8.5E-5,+0.01%,328
"01/16/2022 20:00",1.000426,1.000433,1.000326,1.00034,-8.6E-5,-0.01%,274
"01/16/2022 19:00",1.000424,1.000433,1.000328,1.000426,2.0E-6,0.00%,316
"01/16/2022 18:00",1.000435,1.000437,1.000334,1.000424,-1.1E-5,0.00%,297
"01/16/2022 17:00",1.000439,1.000441,1.000336,1.000435,-4.0E-6,0.00%,323
"01/16/2022 16:00",1.000441,1.000445,1.000341,1.000439,-2.0E-6,0.00%,279
"01/16/2022 15:00",1.00045,1.000463,1.000346,1.000441,8.2E-5,+0.01%,304
"01/16/2022 14:00",1.000363,1.00045,1.000348,1.000359,-4.0E-6,0.00%,265
"01/16/2022 13:00",1.000361,1.000452,1.000349,1.000363,2.0E-6,0.00%,282
"01/16/2022 12:00",1.000452,1.000472,1.000351,1.000361,-9.0E-5,-0.01%,292
"01/16/2022 11:00",1.000452,1.000539,1.000352,1.000451,-1.0E-6,0.00%,342
"01/16/2022 10:00",1.000353,1.000455,1.000352,1.000452,9.9E-5,+0.01%,361
"01/16/2022 09:00",1.000447,1.000453,1.00035,1.000353,-9.4E-5,-0.01%,347
"01/16/2022 08:00",1.000438,1.000541,1.00035,1.000447,9.7E-5,+0.01%,400
"01/16/2022 07:00",1.000528,1.000541,1.00035,1.00035,-0.000178,-0.02%,376
"01/16/2022 06:00",1.000453,1.000541,1.000438,1.000528,7.5E-5,+0.01%,413
"01/16/2022 05:00",1.00044,1.000545,1.000437,1.000453,1.3E-5,0.00%,360
"01/16/2022 04:00",1.000443,1.000543,1.000438,1.00044,-3.0E-6,0.00%,364
"01/16/2022 03:00",1.000528,1.000542,1.000439,1.000443,-8.5E-5,-0.01%,357
"01/16/2022 02:00",1.000452,1.000543,1.000438,1.000528,7.6E-5,+0.01%,357
"01/16/2022 01:00",1.000452,1.000543,1.00044,1.000452,0,0.00%,316
"01/16/2022 00:00",1.000455,1.000542,1.000439,1.000452,-3.0E-6,0.00%,301
"01/15/2022 23:00",1.000528,1.000614,1.00044,1.000455,-7.3E-5,-0.01%,273
"01/15/2022 22:00",1.000455,1.000544,1.000358,1.000528,7.3E-5,+0.01%,382
"01/15/2022 21:00",1.000456,1.000545,1.000358,1.000455,-1.0E-6,0.00%,373
"01/15/2022 20:00",1.000359,1.000544,1.000357,1.000456,9.7E-5,+0.01%,317
"01/15/2022 19:00",1.000342,1.000468,1.000342,1.000359,1.5E-5,0.00%,241
"01/15/2022 18:00",1.000434,1.000445,1.000342,1.000344,-9.0E-5,-0.01%,311
"01/15/2022 17:00",1.000432,1.000532,1.000339,1.000434,2.0E-6,0.00%,338
"01/15/2022 16:00",1.000437,1.000532,1.000341,1.000432,-5.0E-6,0.00%,391
"01/15/2022 15:00",1.000441,1.000532,1.000428,1.000437,-4.0E-6,0.00%,393
"01/15/2022 14:00",1.000429,1.000535,1.000338,1.000441,1.2E-5,0.00%,396
"01/15/2022 13:00",1.000436,1.000529,1.000337,1.000429,-7.0E-6,0.00%,373
"01/15/2022 12:00",1.000434,1.000528,1.000335,1.000436,2.0E-6,0.00%,408
"01/15/2022 11:00",1.000437,1.000445,1.000335,1.000434,-3.0E-6,0.00%,328
"01/15/2022 10:00",1.000436,1.000526,1.000335,1.000437,1.0E-6,0.00%,390
"01/15/2022 09:00",1.000344,1.00044,1.000337,1.000436,9.2E-5,+0.01%,366
"01/15/2022 08:00",1.000434,1.000439,1.000336,1.000344,-9.1E-5,-0.01%,339
"01/15/2022 07:00",1.000332,1.000435,1.000331,1.000435,1.1E-5,0.00%,345
"01/15/2022 06:00",1.000415,1.000431,1.000323,1.000424,9.0E-6,0.00%,325
"01/15/2022 05:00",1.000417,1.000428,1.000322,1.000415,-2.0E-6,0.00%,304
"01/15/2022 04:00",1.000323,1.000423,1.000322,1.000417,9.4E-5,+0.01%,412
"01/15/2022 03:00",1.000323,1.000426,1.000323,1.000323,0,0.00%,281
"01/15/2022 02:00",1.000414,1.000425,1.000322,1.000323,-9.1E-5,-0.01%,268
"01/15/2022 01:00",1.000424,1.000424,1.000322,1.000414,-1.0E-5,0.00%,331
"01/15/2022 00:00",1.000417,1.000426,1.000323,1.000424,7.0E-6,0.00%,471
"01/14/2022 23:00",1.000514,1.000517,1.000324,1.000417,-4.0E-6,0.00%,420
"01/14/2022 22:00",1.000424,1.000517,1.000322,1.000421,-3.0E-6,0.00%,537
"01/14/2022 21:00",1.000423,1.000424,1.000324,1.000424,1.0E-6,0.00%,379
"01/14/2022 20:00",1.000419,1.000429,1.000321,1.000423,4.0E-6,0.00%,341
"01/14/2022 19:00",1.000427,1.000427,1.000321,1.000419,-8.0E-6,0.00%,310
"01/14/2022 18:00",1.000417,1.000515,1.000322,1.000427,1.0E-5,0.00%,315
"01/14/2022 17:00",1.000418,1.000519,1.000324,1.000417,-9.4E-5,-0.01%,387
"01/14/2022 16:00",1.000425,1.00052,1.000335,1.000511,8.6E-5,+0.01%,398
"01/14/2022 15:00",1.000325,1.00052,1.000325,1.000425,0.0001,+0.01%,464
"01/14/2022 14:00",1.000321,1.000424,1.000317,1.000325,5.0E-6,0.00%,401
"01/14/2022 13:00",1.000224,1.000418,1.000221,1.00032,9.6E-5,+0.01%,402
"01/14/2022 12:00",1.000223,1.000324,1.000221,1.000224,-9.3E-5,-0.01%,325
"01/14/2022 11:00",1.00023,1.000417,1.000219,1.000317,8.7E-5,+0.01%,387
"01/14/2022 10:00",1.000316,1.000325,1.000222,1.00023,-8.6E-5,-0.01%,347
"01/14/2022 09:00",1.000417,1.000422,1.000222,1.000316,-0.000101,-0.01%,438
"01/14/2022 08:00",1.000322,1.000418,1.000224,1.000417,9.5E-5,+0.01%,390
"01/14/2022 07:00",1.000324,1.000418,1.000222,1.000322,-2.0E-6,0.00%,358
"01/14/2022 06:00",1.000223,1.000326,1.000221,1.000324,0.000101,+0.01%,509
"01/14/2022 05:00",1.000411,1.00042,1.000222,1.000223,-0.000188,-0.02%,440
"01/14/2022 04:00",1.000315,1.000418,1.000314,1.000411,2.0E-6,0.00%,360
"01/14/2022 03:00",1.000414,1.000418,1.000314,1.000409,-5.0E-6,0.00%,331
"01/14/2022 02:00",1.000416,1.000418,1.000315,1.000414,0,0.00%,368
"01/14/2022 01:00",1.000416,1.000417,1.000316,1.000414,-2.0E-6,0.00%,274
"01/14/2022 00:00",1.00041,1.00051,1.000315,1.000416,6.0E-6,0.00%,578
"01/13/2022 23:00",1.000507,1.000512,1.000314,1.00041,-9.7E-5,-0.01%,839
"01/13/2022 22:00",1.000508,1.000513,1.000411,1.000507,9.2E-5,+0.01%,817
"01/13/2022 20:00",1.000414,1.000415,1.000414,1.000415,1.0E-6,0.00%,44
"01/13/2022 19:00",1.000411,1.000418,1.000314,1.000414,2.0E-6,0.00%,540
"01/13/2022 18:00",1.00032,1.000416,1.000221,1.000412,9.2E-5,+0.01%,340
"01/13/2022 17:00",1.000319,1.000322,1.00022,1.00032,1.0E-6,0.00%,379
"01/13/2022 16:00",1.000416,1.000416,1.00022,1.000319,-9.7E-5,-0.01%,326
"01/13/2022 15:00",1.000315,1.000416,1.000219,1.000416,0.000101,+0.01%,325
"01/13/2022 14:00",1.000321,1.00041,1.000219,1.000315,-6.0E-6,0.00%,341
"01/13/2022 13:00",1.000317,1.000417,1.000221,1.000321,4.0E-6,0.00%,450
"01/13/2022 12:00",1.000323,1.000432,1.000225,1.000317,-6.0E-6,0.00%,418
"01/13/2022 11:00",1.000413,1.000505,1.000222,1.000323,-9.0E-5,-0.01%,448
"01/13/2022 10:00",1.000506,1.000511,1.000319,1.000413,-9.3E-5,-0.01%,465
"01/13/2022 09:00",1.000418,1.000519,1.000317,1.000506,8.8E-5,+0.01%,433
"01/13/2022 08:00",1.0005,1.000513,1.000404,1.000418,-8.2E-5,-0.01%,413
"01/13/2022 07:00",1.0005,1.000508,1.000404,1.0005,0,0.00%,436
"01/13/2022 06:00",1.000408,1.000505,1.000309,1.0005,9.1E-5,+0.01%,453
"01/13/2022 05:00",1.000408,1.000506,1.000309,1.000409,1.0E-6,0.00%,416
"01/13/2022 04:00",1.000504,1.000507,1.000407,1.000408,-9.6E-5,-0.01%,539
"01/13/2022 03:00",1.000505,1.000507,1.000404,1.000504,-1.0E-6,0.00%,540
"01/13/2022 02:00",1.000404,1.000507,1.000404,1.000505,0.000101,+0.01%,726
"01/13/2022 01:00",1.000407,1.000507,1.000404,1.000404,-9.8E-5,-0.01%,1076
"01/13/2022 00:00",1.000408,1.000508,1.000312,1.000502,9.4E-5,+0.01%,525
"01/12/2022 23:00",1.000409,1.000507,1.000308,1.000408,-1.0E-6,0.00%,505
"01/12/2022 22:00",1.000408,1.000507,1.000311,1.000409,-9.5E-5,-0.01%,504
"01/12/2022 21:00",1.00041,1.000504,1.000309,1.000504,9.4E-5,+0.01%,522
"01/12/2022 20:00",1.000407,1.000504,1.00031,1.00041,9.8E-5,+0.01%,733
"01/12/2022 19:00",1.000408,1.000413,1.000309,1.000312,0,0.00%,319
"01/12/2022 18:00",1.000404,1.000411,1.000307,1.000312,-9.2E-5,-0.01%,341
"01/12/2022 17:00",1.000308,1.000407,1.000304,1.000404,9.6E-5,+0.01%,476
"01/12/2022 16:00",1.000405,1.000407,1.000304,1.000308,-9.7E-5,-0.01%,409
"01/12/2022 15:00",1.000403,1.000406,1.000304,1.000405,2.0E-6,0.00%,423
"01/12/2022 14:00",1.000307,1.000406,1.000302,1.000403,9.6E-5,+0.01%,397
"01/12/2022 13:00",1.000305,1.000403,1.000302,1.000307,2.0E-6,0.00%,409
"01/12/2022 12:00",1.000399,1.000403,1.000301,1.000305,-9.3E-5,-0.01%,393
"01/12/2022 11:00",1.000305,1.000403,1.000207,1.000398,9.3E-5,+0.01%,488
"01/12/2022 10:00",1.0004,1.000403,1.000205,1.000305,-9.7E-5,-0.01%,633
"01/12/2022 09:00",1.000405,1.0006,1.000302,1.000402,-3.0E-6,0.00%,481
"01/12/2022 08:00",1.000498,1.0006,1.000307,1.000405,-9.3E-5,-0.01%,494
"01/12/2022 07:00",1.000405,1.000501,1.000302,1.000498,9.3E-5,+0.01%,570
"01/12/2022 06:00",1.000401,1.000405,1.000206,1.000405,0.000103,+0.01%,662
"01/12/2022 05:00",1.000303,1.000312,1.000109,1.000302,-1.0E-6,0.00%,482
"01/12/2022 04:00",1.000207,1.000405,1.000112,1.000303,9.6E-5,+0.01%,485
"01/12/2022 03:00",1.000208,1.000404,1.000207,1.000207,-1.0E-6,0.00%,480
"01/12/2022 02:00",1.000303,1.000307,1.000205,1.000208,-9.5E-5,-0.01%,471
"01/12/2022 01:00",1.000304,1.000401,1.000204,1.000303,-1.0E-6,0.00%,470
"01/12/2022 00:00",1.000304,1.000496,1.000205,1.000304,0,0.00%,455
"01/11/2022 23:00",1.000302,1.000304,1.000205,1.000304,2.0E-6,0.00%,464
"01/11/2022 22:00",1.000303,1.000308,1.000206,1.000302,-1.0E-6,0.00%,532
"01/11/2022 21:00",1.000308,1.000405,1.000205,1.000303,-5.0E-6,0.00%,375
"01/11/2022 20:00",1.000307,1.000405,1.000302,1.000308,1.0E-6,0.00%,476
"01/11/2022 19:00",1.000304,1.000404,1.000301,1.000307,3.0E-6,0.00%,385
"01/11/2022 18:00",1.000307,1.000406,1.000301,1.000304,-3.0E-6,0.00%,317
"01/11/2022 17:00",1.00021,1.000403,1.000205,1.000307,9.7E-5,+0.01%,354
"01/11/2022 16:00",1.000305,1.000306,1.000206,1.00021,-9.5E-5,-0.01%,327
"01/11/2022 15:00",1.00021,1.00031,1.000113,1.000305,9.5E-5,+0.01%,463
"01/11/2022 14:00",1.000309,1.000406,1.000114,1.00021,-9.9E-5,-0.01%,423
"01/11/2022 13:00",1.00031,1.000406,1.00021,1.000309,-9.6E-5,-0.01%,462
"01/11/2022 12:00",1.00031,1.000408,1.00021,1.000405,9.5E-5,+0.01%,520
"01/11/2022 11:00",1.000215,1.000404,1.000115,1.00031,9.5E-5,+0.01%,399
"01/11/2022 10:00",1.000213,1.000313,1.000114,1.000215,2.0E-6,0.00%,491
"01/11/2022 09:00",1.000116,1.000312,1.000021,1.000213,9.7E-5,+0.01%,676
"01/11/2022 08:00",1.000124,1.000217,1.000019,1.000116,-8.0E-6,0.00%,488
"01/11/2022 07:00",1.00021,1.000217,1.000024,1.000124,-8.6E-5,-0.01%,454
"01/11/2022 06:00",1.000214,1.000218,1.000024,1.00021,-4.0E-6,0.00%,502
"01/11/2022 05:00",1.00003,1.000219,1.000019,1.000214,0.00019,+0.02%,718
"01/11/2022 04:00",1.000118,1.000124,1.000018,1.000024,-9.4E-5,-0.01%,388
"01/11/2022 03:00",1.000125,1.000127,1.000021,1.000118,8.7E-5,+0.01%,531
"01/11/2022 02:00",0.999944,1.000132,0.999932,1.000031,-7.0E-6,0.00%,636
"01/11/2022 01:00",1.00013,1.000139,0.999939,1.000038,-9.2E-5,-0.01%,924
"01/11/2022 00:00",1.000138,1.000139,1.000033,1.00013,-8.0E-6,0.00%,447
"01/10/2022 23:00",1.000133,1.000138,1.000033,1.000138,9.8E-5,+0.01%,433
"01/10/2022 22:00",1.000031,1.000236,1.000031,1.00004,7.0E-6,0.00%,453
"01/10/2022 21:00",1.000131,1.000234,1.000032,1.000033,-9.8E-5,-0.01%,497
"01/10/2022 20:00",1.00013,1.000238,1.000032,1.000131,1.0E-6,0.00%,551
"01/10/2022 19:00",1.000132,1.000132,1.000028,1.00013,1.0E-6,0.00%,254
"01/10/2022 18:00",1.000037,1.000226,1.000029,1.000129,9.2E-5,+0.01%,404
"01/10/2022 17:00",1.000132,1.000224,1.00003,1.000037,-9.5E-5,-0.01%,351
"01/10/2022 16:00",1.000132,1.000228,1.000031,1.000132,0,0.00%,335
"01/10/2022 15:00",1.000036,1.000136,1.000032,1.000132,9.6E-5,+0.01%,299
"01/10/2022 14:00",1.000129,1.000135,1.00003,1.000036,-9.3E-5,-0.01%,356
"01/10/2022 13:00",1.000124,1.000134,1.000029,1.000129,1.0E-6,0.00%,375
"01/10/2022 12:00",1.000227,1.000227,1.000029,1.000128,-9.8E-5,-0.01%,386
"01/10/2022 11:00",1.000124,1.000227,0.999932,1.000226,0.000102,+0.01%,418
"01/10/2022 10:00",1.00012,1.00013,0.999917,1.000124,4.0E-6,0.00%,432
"01/10/2022 09:00",1.000108,1.000123,0.999919,1.00012,0.000108,+0.01%,457
"01/10/2022 08:00",1.000022,1.000122,0.999911,1.000012,-1.0E-5,0.00%,414
"01/10/2022 07:00",0.999925,1.000124,0.999919,1.000022,9.7E-5,+0.01%,476
"01/10/2022 06:00",1.000118,1.000125,0.999827,0.999925,-0.000193,-0.02%,559
"01/10/2022 05:00",1.000027,1.000221,1.000012,1.000118,9.1E-5,+0.01%,622
"01/10/2022 04:00",1.000121,1.000131,1.00002,1.000027,-9.4E-5,-0.01%,740
"01/10/2022 03:00",1.000125,1.000132,1.000015,1.000121,-4.0E-6,0.00%,493
"01/10/2022 02:00",1.000117,1.000133,0.999927,1.000125,8.0E-6,0.00%,505
"01/10/2022 01:00",1.000031,1.00013,0.999926,1.000117,8.6E-5,+0.01%,594
"01/10/2022 00:00",1.000042,1.000136,0.999934,1.000031,-0.000104,-0.01%,699
"01/09/2022 23:00",1.000033,1.000135,0.999933,1.000135,0.000102,+0.01%,880
"01/09/2022 22:00",1.000133,1.000137,0.999939,1.000033,-0.0001,-0.01%,1099
"01/09/2022 21:00",1.000109,1.000133,1.00002,1.000133,2.4E-5,0.00%,1363
"01/09/2022 20:00",1.000121,1.000134,1.000015,1.000109,-1.1E-5,0.00%,1057
"01/09/2022 19:00",1.000123,1.000143,1.000021,1.00012,-3.0E-6,0.00%,814
"01/09/2022 18:00",1.000021,1.000144,1.000017,1.000123,0.000102,+0.01%,408
"01/09/2022 17:00",1.00004,1.000227,1.000017,1.000021,-1.9E-5,0.00%,377
"01/09/2022 16:00",1.000056,1.000239,1.00002,1.00004,-1.6E-5,0.00%,388
"01/09/2022 15:00",1.000118,1.000239,1.000021,1.000056,3.1E-5,0.00%,387
"01/09/2022 14:00",1.000033,1.00023,1.000023,1.000025,-8.0E-6,0.00%,379
"01/09/2022 13:00",1.000128,1.000231,1.000018,1.000033,-9.5E-5,-0.01%,422
"01/09/2022 12:00",1.000035,1.000138,0.999932,1.000128,9.3E-5,+0.01%,484
"01/09/2022 11:00",1.000033,1.000143,0.999937,1.000035,1.2E-5,0.00%,455
"01/09/2022 10:00",1.00005,1.000144,0.99994,1.000023,-2.7E-5,0.00%,449
"01/09/2022 09:00",1.000045,1.000144,0.999937,1.00005,5.0E-6,0.00%,369
"01/09/2022 08:00",1.000035,1.000145,0.99994,1.000045,-8.3E-5,-0.01%,344
"01/09/2022 07:00",1.000131,1.00014,0.999937,1.000128,-3.0E-6,0.00%,338
"01/09/2022 06:00",1.000042,1.000141,0.999938,1.000131,8.9E-5,+0.01%,393
"01/09/2022 05:00",1.000023,1.00013,0.999919,1.000042,1.9E-5,0.00%,523
"01/09/2022 04:00",1.000033,1.000129,0.999924,1.000023,-1.0E-5,0.00%,499
"01/09/2022 03:00",1.000031,1.000134,0.999942,1.000033,2.0E-6,0.00%,378
"01/09/2022 02:00",1.000111,1.000124,1.000013,1.000031,-8.0E-5,-0.01%,307
"01/09/2022 01:00",1.000138,1.000138,1.00001,1.000111,-2.7E-5,0.00%,295
"01/09/2022 00:00",1.000049,1.000141,1.000036,1.000138,8.9E-5,+0.01%,281
"01/08/2022 23:00",1.000133,1.000143,1.000004,1.000049,-8.4E-5,-0.01%,345
"01/08/2022 22:00",1.000024,1.000142,1.000024,1.000133,0.000109,+0.01%,270
"01/08/2022 21:00",1.000048,1.000142,1.000007,1.000024,-0.000116,-0.01%,275
"01/08/2022 20:00",1.000125,1.000144,1.000018,1.00014,1.5E-5,0.00%,318
"01/08/2022 19:00",1.000043,1.000133,1.000003,1.000125,8.2E-5,+0.01%,280
"01/08/2022 18:00",1.000125,1.000142,1.000024,1.000043,-8.2E-5,-0.01%,322
"01/08/2022 17:00",1.000142,1.000145,1.000014,1.000125,-1.7E-5,0.00%,357
"01/08/2022 16:00",1.000144,1.000235,1.000027,1.000142,8.7E-5,+0.01%,448
"01/08/2022 15:00",1.000048,1.000146,0.999945,1.000055,7.0E-6,0.00%,390
"01/08/2022 14:00",1.000039,1.000062,0.999907,1.000048,9.0E-6,0.00%,404
"01/08/2022 13:00",0.999912,1.000041,0.99991,1.000039,0.000127,+0.01%,383
"01/08/2022 12:00",1.000022,1.00003,0.999901,0.999912,-0.00011,-0.01%,431
"01/08/2022 11:00",1.000016,1.000026,0.999905,1.000022,6.0E-6,0.00%,364
"01/08/2022 10:00",1.00001,1.000125,0.999901,1.000016,6.0E-6,0.00%,415
"01/08/2022 09:00",0.999925,1.00012,0.999902,1.00001,8.5E-5,+0.01%,424
"01/08/2022 08:00",1.000018,1.000032,0.999913,0.999925,-9.3E-5,-0.01%,343
"01/08/2022 07:00",0.99993,1.000032,0.999921,1.000018,-7.0E-6,0.00%,405
"01/08/2022 06:00",1.000027,1.000033,0.999918,1.000025,-2.0E-6,0.00%,349
"01/08/2022 05:00",0.999918,1.000033,0.999906,1.000027,0.000109,+0.01%,318
"01/08/2022 04:00",0.999927,1.000031,0.999909,0.999918,-9.0E-6,0.00%,311
"01/08/2022 03:00",1.000015,1.000031,0.99992,0.999927,-8.8E-5,-0.01%,315
"01/08/2022 02:00",1.000024,1.000031,0.99992,1.000015,-9.0E-6,0.00%,389
"01/08/2022 01:00",1.000023,1.000033,0.999915,1.000024,9.6E-5,+0.01%,434
"01/08/2022 00:00",0.999936,1.000029,0.999922,0.999928,-8.0E-6,0.00%,427
"01/07/2022 23:00",1.000022,1.000033,0.999819,0.999936,-8.6E-5,-0.01%,435
"01/07/2022 22:00",0.999921,1.000032,0.999827,1.000022,0.000101,+0.01%,414
"01/07/2022 21:00",0.999927,1.000031,0.999824,0.999921,-6.0E-6,0.00%,496
"01/07/2022 20:00",0.999921,1.000024,0.999831,0.999927,6.0E-6,0.00%,569
"01/07/2022 19:00",0.999933,0.999933,0.999822,0.999921,-1.2E-5,0.00%,338
"01/07/2022 18:00",0.999828,0.999933,0.999818,0.999933,0.000105,+0.01%,342
"01/07/2022 17:00",0.99992,0.999933,0.99981,0.999828,-9.2E-5,-0.01%,296
"01/07/2022 16:00",1.000025,1.000028,0.999809,0.99992,-1.0E-5,0.00%,310
"01/07/2022 15:00",0.999932,1.000028,0.999818,0.99993,-2.0E-6,0.00%,413
"01/07/2022 14:00",0.999837,1.000029,0.99983,0.999932,9.5E-5,+0.01%,427
"01/07/2022 13:00",0.999735,0.999932,0.999724,0.999837,0.000103,+0.01%,429
"01/07/2022 12:00",1.000008,1.000016,0.999732,0.999734,-0.000274,-0.03%,524
"01/07/2022 11:00",1.00002,1.000035,0.999827,1.000008,-1.2E-5,0.00%,452
"01/07/2022 10:00",0.999817,1.000029,0.999728,1.00002,0.000206,+0.02%,460
"01/07/2022 09:00",0.999819,0.999931,0.999717,0.999814,-5.0E-6,0.00%,447
"01/07/2022 08:00",0.999723,0.999833,0.999624,0.999819,9.6E-5,+0.01%,417
"01/07/2022 07:00",0.999734,0.999835,0.99962,0.999723,-1.1E-5,0.00%,485
"01/07/2022 06:00",0.999635,0.999834,0.999618,0.999734,4.0E-6,0.00%,346
"01/07/2022 05:00",0.999627,0.999833,0.999616,0.99973,0.000102,+0.01%,485
"01/07/2022 04:00",0.99983,0.999836,0.999627,0.999628,-0.000202,-0.02%,689
"01/07/2022 03:00",0.999732,0.999833,0.999633,0.99983,9.8E-5,+0.01%,658
"01/07/2022 02:00",0.999731,0.999834,0.99962,0.999732,1.0E-6,0.00%,727
"01/07/2022 01:00",0.999628,0.999828,0.999618,0.999731,0.000103,+0.01%,618
"01/07/2022 00:00",0.999831,0.999834,0.999621,0.999628,-0.000203,-0.02%,387
"01/06/2022 23:00",0.999814,0.999929,0.999717,0.999831,1.7E-5,0.00%,470
"01/06/2022 22:00",0.999813,0.999921,0.999618,0.999814,1.0E-6,0.00%,480
"01/06/2022 21:00",0.999727,0.999919,0.999627,0.999813,8.6E-5,+0.01%,454
"01/06/2022 20:00",0.999828,0.999925,0.999724,0.999727,-0.000101,-0.01%,628
